Address Type,Wallet Name,Asset,Asset Name,Address,Tag/Memo,Balance
Internal,Real USA GK8,XRP,XRP (Ripple),r3VPT4BmQBGSv62q9QdwrDNGKXXZzT2aZa,,320.646397
Internal,Real USA GK8,SHIB,SHIBA INU,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,1271702771149.99999928
Internal,Real USA GK8,LPT,Livepeer Token,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,CRO,Crypto.com,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,MATIC,Matic Token (Ethereum),0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,2435290.28
Internal,Real USA GK8,GRT,Graph Token,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,67
Internal,Real USA GK8,XLM,Stellar,GASKO7E4NOEF3NTHQM53NMHTGWUGHK6MOI34OUICWZUA4N7QRBZ5SR4B,0,35088141.4669701
Internal,Real USA GK8,1INCH,1INCH Token,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,11.54
Internal,Real USA GK8,YFI,Yearn Finance,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0.01819
Internal,Real USA GK8,FTT,FTX Token,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,XTZ,Tezos,tz1cryYxbE6mxTMaoCsCQnrfGL1z9q3GbXxp,,1077598.825983
Internal,Real USA GK8,BTC,Bitcoin,36Q53HzTG8EttuEH53xJ5yLezURn9NziuF,,2353.5998723
Internal,Real USA GK8,FET,Fetch,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,BCH,Bitcoin Cash,bitcoincash:qqd5ktndm3d4ehrp3d6wlzzuw4mdcl89nvwj9aqptk,,0.09545268
Internal,Real USA GK8,OGN,OriginToken,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,AXS,Axie Infinity Shard,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0.75
Internal,Real USA GK8,DYDX,dYdX,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,ALICE,ALICE,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,UMA,UMA Voting Token v1,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,BAL,Balancer,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,ETH,Ethereum,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,27883.298426569959519354
Internal,Real USA GK8,UNI,Uniswap,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0.94
Internal,Real USA GK8,APE_ETH,ApeCoin,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,MANA,Decentraland,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,LRC,Loopring,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,REN,Republic,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,QNT,Quant,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0.37
Internal,Real USA GK8,SAND,SAND,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,4.9
Internal,Real USA GK8,AMP,Amp,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,SNX,Synthetix Network Token,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,API3,API3,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,FTM,Fantom Token (ERC20),0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,GALA,Gala,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,COMP,Compound Token,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0.798
Internal,Real USA GK8,BNT,Bancor,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,BICO,Biconomy Token,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,CTSI,Cartesi Token,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,ENS2,Ethereum Name Service,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,ZRX,0x,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,0
Internal,Real USA GK8,SUSHI,Sushi Token,0x8F509A90c2e47779cA408Fe00d7A72e359229AdA,,3.8
Internal,Bittrex,LTC,Litecoin,LTcjqmtKhACuAQRk83SHCk9PQxoUFxHy4D,,0
Internal,Bittrex,UNI,Uniswap,0xabd174a448eaa1dfca88018a362f6772f2b0f45d,,0
Internal,Bittrex,XRP,XRP (Ripple),rPVMhWBsfF9iMXYj3aAzJVkPDTFNSyWdKy,2047143625,24221781.620815
Internal,Bittrex,LINK,Chainlink,0xabd174a448eaa1dfca88018a362f6772f2b0f45d,,0
Internal,Bittrex,ADA,ADA (Cardano),DdzFFzCqrhsi7yRPo9yK393ZYy22HPEUFQ8XUhUQnxGk6DWXFe8PvhjmhWrqTfHXh7EZGEykDvazeGAZPaMwBGk6pbufPhcivgwn8PAY,,0
Internal,Genesis,ETC,Ethereum Classic,0xaC6b9686Ff7CAc046081C3fB35e8787FDfc48185,,0
Internal,Genesis,SUSHI,Sushi Token,0x3F7b3EF82fa12723233032EEF55A62B47fF7125C,,0
Internal,Genesis,XTZ,Tezos,tz1RMhqxSda3KUMud86vNSw1u2XoDSVyQEkc,,0.19275
Internal,Genesis,ZEC,ZCash,t1h9bjxCLVXDj3dsJmhmMAXTAtY1kY6JZDR,,0
Internal,Genesis,MANA,Decentraland,0x6d073EC8E0D41A5D72b61AC19bF8d2DcA9522C8A,,0
Internal,Genesis,CRV,Curve DAO Token,0x6d073EC8E0D41A5D72b61AC19bF8d2DcA9522C8A,,0
Internal,Genesis,BTC,Bitcoin,17Gh52H4JzL5BgKguRXxohitPAmC8ABxeF,,0
Internal,Genesis,EOS,EOS,fwaqgubiol1r,2i1jYuaAt,0.0014
Internal,Genesis,UMA,UMA Voting Token v1,0x6d073EC8E0D41A5D72b61AC19bF8d2DcA9522C8A,,0
Internal,Genesis,XLM,Stellar,GB2PY6XVDAQXSHOLGGYEK63VRUJU5NTSEBKL5VLIMWV6RGALZ3EEAIFS,4013675971.00,223645.411607
Internal,Genesis,BAT,Basic Attn.,0x6d073EC8E0D41A5D72b61AC19bF8d2DcA9522C8A,,0
Internal,Genesis,BSV,Bitcoin SV,1KgqJ9iYctnafxEpm9Ft5J6Lb61EJLZFXV,,0
Internal,Genesis,SOL,Solana,Dd2AvuD4QPa84ACMHrebszNwhfAxCazouw93ReYEL7Ne,,0
Internal,Genesis,GRT,Graph Token,0x6d073EC8E0D41A5D72b61AC19bF8d2DcA9522C8A,,0
Internal,Genesis,XRP,XRP (Ripple),rMjwMmN3xR8cUc6hbjBixGFDy96JDeSbFJ,3487341822,6264.666781
Internal,Genesis,LTC,Litecoin,LfdvNHN7sz5fraS4XneZdTAXXR8RdhLS9g,,0
Internal,Genesis,UNI,Uniswap,0x6d073EC8E0D41A5D72b61AC19bF8d2DcA9522C8A,,0
Internal,Genesis,AAVE,Aave Token,0x6d073EC8E0D41A5D72b61AC19bF8d2DcA9522C8A,,0
Internal,Genesis,BCH,Bitcoin Cash,bitcoincash:qr3nh79v7dp6p30k34dtseewkveqk0slsqa2jt8yrl,,0
Internal,Genesis,MKR,Maker,0x6d073EC8E0D41A5D72b61AC19bF8d2DcA9522C8A,,0
Internal,Genesis,YFI,Yearn Finance,0x3F7b3EF82fa12723233032EEF55A62B47fF7125C,,0
Internal,Genesis,ADA,ADA (Cardano),addr1qxrqlk3xeemt27hl9epz3neptrkyn88pcmaae9756l524006j3l2qmxj5xx8epmph47z2m849l9sp2t82mhwk6m8sv6q447dsu,,0
Internal,eToro BVI,BCH,Bitcoin Cash,3FFFw2w983yRTXkXQuYz8bAL2ieTKxQThJ,,0
Internal,eToro BVI,XLM,Stellar,GBCIUUZ6C7WGUQ6TFFZE3WIGLFVU423VMMPQEZ5KSDSFUBJ6MWQQDVJG,4753,2.8318207
Internal,eToro BVI,EOS,EOS,etorox111112,1000000943,0
Internal,eToro BVI,DASH,Dash,7dpVDgc845WK8LT8GqhN7ehBLZZtUJrGXS,,0
Internal,eToro BVI,XRP,XRP (Ripple),rp8fRQLGwiBBMeFwLzoBnjkMntLTGLAU68,9794,46.702701
Internal,eToro BVI,ETH,Ethereum,0x2344869561c7586de9cad69167c9b95063a70172,,0
Internal,eToro BVI,BTC,Bitcoin,39zViiM1GQA4SxoDyxTENKTGcvrwvzpkXB,,0
Internal,eToro BVI,LTC,Litecoin,MMWg7CzPsmJbQYFKEcUMPyajE3MXNctCDN,,0
Internal,Nostro GK8,DYDX,dYdX,0x62D4E24482bf605C04A1fF2A0E13C8DB21B0AAe5,,0
Internal,Nostro GK8,ETH,Ethereum,0x62D4E24482bf605C04A1fF2A0E13C8DB21B0AAe5,,7264.649630028829891
Internal,Nostro GK8,BAT,Basic Attn.,0x62D4E24482bf605C04A1fF2A0E13C8DB21B0AAe5,,10
Internal,Nostro GK8,XRP,XRP (Ripple),rLNxFsAgsnWQAjdNUoRAkUbQJoZvnLPJMD,,7915332.138114
Internal,Nostro GK8,ENJ,Enjin Coin,0x62D4E24482bf605C04A1fF2A0E13C8DB21B0AAe5,,10
Internal,Nostro GK8,1INCH,1INCH Token,0x62D4E24482bf605C04A1fF2A0E13C8DB21B0AAe5,,0
Internal,Nostro GK8,COMP,Compound Token,0x62D4E24482bf605C04A1fF2A0E13C8DB21B0AAe5,,0
Internal,Nostro GK8,ZRX,0x,0x62D4E24482bf605C04A1fF2A0E13C8DB21B0AAe5,,0
Internal,Nostro GK8,LINK,Chainlink,0x62D4E24482bf605C04A1fF2A0E13C8DB21B0AAe5,,50
Internal,Nostro GK8,BCH,Bitcoin Cash,bitcoincash:qq6h362k57mr5j8mf38cexp28q6jar6g6gg6agdfmv,,1.15990536
Internal,Nostro GK8,MKR,Maker,0x62D4E24482bf605C04A1fF2A0E13C8DB21B0AAe5,,0.01
Internal,Nostro GK8,CRV,Curve DAO Token,0x62D4E24482bf605C04A1fF2A0E13C8DB21B0AAe5,,0
Internal,Nostro GK8,CHZ,Chiliz (ETH),0x62D4E24482bf605C04A1fF2A0E13C8DB21B0AAe5,,0
Internal,Nostro GK8,YFI,Yearn Finance,0x62D4E24482bf605C04A1fF2A0E13C8DB21B0AAe5,,0
Internal,Nostro GK8,BTC,Bitcoin,3CzZ6988NTcjJYb6Y79Arg245bSgLx7sdX,,606.51303897
Internal,Nostro GK8,AXS,Axie Infinity Shard,0x62D4E24482bf605C04A1fF2A0E13C8DB21B0AAe5,,0
Internal,Bitgo GER-01 Real,DASH,Dash,7nARWnpSNoK8bvFdV8eZxKmSJuLqxXLkKi,,0
Internal,Bitgo GER-01 Real,ZEC,ZCash,t3gXuADwEh3zbSXHPLMx4qda2xZGSRQsQvf,,0
Internal,Real EU GK8,BICO,Biconomy Token,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,OGN,OriginToken,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,GALA,Gala,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,COMP,Compound Token,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,ALICE,ALICE,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,STORJ,Storj,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,UNI,Uniswap,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,AMP,Amp,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,ENS2,Ethereum Name Service,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,BAT,Basic Attn.,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,APE_ETH,ApeCoin,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,SAND,SAND,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,UMA,UMA Voting Token v1,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,CHZ,Chiliz (ETH),0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,IMX_ERC20,Immutable X,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,CTSI,Cartesi Token,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,XRP,XRP (Ripple),rEvwSpejhGTbdAXbxRTpGAzPBQkBRZxN5s,,607476428.359752
Internal,Real EU GK8,ZRX,0x,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,MATIC,Matic Token (Ethereum),0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,ENJ,Enjin Coin,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,REN,Republic,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,SHIB,SHIBA INU,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0.00000006
Internal,Real EU GK8,1INCH,1INCH Token,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,BAL,Balancer,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,QNT,Quant,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,BCH,Bitcoin Cash,bitcoincash:qpq272acfagxhvy4zxvt3aphlvlp2cm80qvnqh2394,,25806.42652668
Internal,Real EU GK8,GRT,Graph Token,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,MANA,Decentraland,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,FTT,FTX Token,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,YFI,Yearn Finance,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,MKR,Maker,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0.066
Internal,Real EU GK8,XLM,Stellar,GDOVCE4YMHQVKLQKHS6IBMPQL4WMIDU7SCKFWKWS7C7I3JM46VEX7VEA,0,110627683.1726328
Internal,Real EU GK8,ADA,ADA (Cardano),addr1q92xhs8g2dvahf254h55e9zqemq5r2d6deww6kt9pherj23lph52t4m85lrvwa24473v982qnnqg93nuqxxduq7ru6msjjlg2z,,219.422141
Internal,Real EU GK8,AXS,Axie Infinity Shard,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0.75
Internal,Real EU GK8,CRO,Crypto.com,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,SUSHI,Sushi Token,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,BTC,Bitcoin,39gUvGynQ7Re3i15G3J2gp9DEB9LnLFPMN,,17715.22933715
Internal,Real EU GK8,FTM,Fantom Token (ERC20),0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,XTZ,Tezos,tz1TkwZDcoTiQCsnQ6XfNRDDBnicrjGDBhco,,3145102.897651
Internal,Real EU GK8,LPT,Livepeer Token,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,DYDX,dYdX,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,LRC,Loopring,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,LINK,Chainlink,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,Real EU GK8,ETH,Ethereum,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0.399686034113374354
Internal,Real EU GK8,API3,API3,0xDc1487E092CaBA080C6BADafAa75a58Ce7a2EC34,,0
Internal,LMAX,LTC,Litecoin,M9dMY9m5C8VQJ37S5zKaKiy1bMeduepVuy,,0
Internal,LMAX,BCH,Bitcoin Cash,bitcoincash:pzh2vv70t0q78uaaa2txrmx2sm486ualhsg3tt84f4,,0
Internal,LMAX,ETH,Ethereum,0x324bfd97Bb3EAe0D21ef88c3723F2170c6768259,,0
Internal,LMAX,XRP,XRP (Ripple),rsM7KAW1wutm2qxeF2FUWb9yRmSPjjS2Ex,347,4054678.74987
Internal,LMAX,BTC,Bitcoin,33s3dqpgU22PSRpzPvrKg1PU36uCSfTFwQ,,0
Internal,Real EU Legacy,XRP,XRP (Ripple),rQJteJeKc3v7Vf3JZyYMaS9KMSAhmRzxDD,,10.526528
Internal,Real EU Legacy,MANA,Decentraland,0x8cf23cd535a240eb0ab8667d24eedbd9eccd5cba,,0
Internal,Real EU Legacy,YFI,Yearn Finance,0x8cf23cd535a240eb0ab8667d24eedbd9eccd5cba,,0
Internal,Real EU Legacy,BTC,Bitcoin,1DWxysF7GPRYGShNxL5ux2N2JLRa9rbE6k,,0
Internal,Real EU Legacy,SOL,Solana,MgR81SuyQVzjXw9snKJHjctRLWstwHM12WKgDQi6ptw,,0
Internal,Real EU Legacy,SGB,Songbird,0x8559043F063275657F804Eb1e02e54FbaBCDdb6c,,0.000105
Internal,Real EU Legacy,ETC,Ethereum Classic,0x643e8A813B4b8EBf973bdD7C8eb5D57247F552E0,,0
Internal,Real EU Legacy,LINK,Chainlink,0x8cf23cd535a240eb0ab8667d24eedbd9eccd5cba,,0
Internal,Real EU Legacy,BCH,Bitcoin Cash,1hojjV5kBLHTJswGifQjaYJ4P5F15hxnB,,0.00008752
Internal,Real EU Legacy,DASH,Dash,Xfm1naLjEZg5tnCZnfgkiQW76nicsxKLmn,,0
Internal,Real EU Legacy,LUNA,Terra Classic Luna,terra102v5tqyu4kv6gzlw79nkv657y8tlxc6ge2rqk7,0,0
Internal,Real EU Legacy,UNI,Uniswap,0x8cf23cd535a240eb0ab8667d24eedbd9eccd5cba,,0
Internal,Real EU Legacy,DOT,Polkadot,12ktyKrYoPFfNQnEUzM9Voj9aj14vq43tn4UEhwR6RhWgN51,,0
Internal,Real EU Legacy,TRX,Tron,TJ3yu4JJkJAiu1wDT6Fz84Yr6mUBjo5PNA,,3.01556
Internal,Real EU Legacy,XTZ,Tezos,tz1TmBz5CkiMrrcpxATTg1nDtd1CUoBd17DC,,0
Internal,Real EU Legacy,ZEC,ZCash,t1Xjt9J6ADpwWWZqiXaVF3ZznxLw7vszRJB,,0
Internal,Real EU Legacy,AAVE,Aave Token,0x8cf23cd535a240eb0ab8667d24eedbd9eccd5cba,,0
Internal,Real EU Legacy,DOGE,Doge Coin,DLH6o3PPPupQY5bKFw8sVDw477zkdzxRKe,,0
Internal,Real EU Legacy,XLM,Stellar,GD6R63F7WBFJTI5XWYVXM4WQTIHES6DLBKN5AD2WTBDHDEYAADBTQKYG,0,1
Internal,Real EU Legacy,COMP,Compound Token,0x8cf23cd535a240eb0ab8667d24eedbd9eccd5cba,,0
Internal,Real EU Legacy,ETH,Ethereum,0x8CF23cd535a240eb0aB8667D24EEDBD9ecCd5cba,,1.3120221617
Internal,Bittrex BVI,ETH,Ethereum,0x12e98aeea254c37ee8151ef041fc3363055090a3,,0
Internal,Bittrex BVI,LTC,Litecoin,LemUo4KfFDZrLPsBii4eb6sD37c6drRze3,,0
Internal,Bittrex BVI,USDT_ERC20,Tether USD (Ethereum),0x12e98aeea254c37ee8151ef041fc3363055090a3,,0
Internal,Bittrex BVI,XRP,XRP (Ripple),rPVMhWBsfF9iMXYj3aAzJVkPDTFNSyWdKy,1641415106,24221781.620815
Internal,Bittrex BVI,BTC,Bitcoin,1NbjaTsjp77JzJBRbsZHrxSV8FestZsoij,,0
Internal,Bittrex BVI,XTZ,Tezos,tz1gtPPvgmkiC8BK1WeFwgZT4q5zXrfh9UEY,,0.00158
Internal,Bittrex BVI,DASH,Dash,Xu18rp1wcZhkgLNdTUtpHF6jsEcDpfrVfA,,0
Internal,Bittrex BVI,EOS,EOS,bittrexacct1,def0b4c90bf04578a36,1556937.791
Internal,Bittrex BVI,BCH,Bitcoin Cash,1JiHhfGe8ANPJWsYN92JvSUN8P42aptFZK,,0
Internal,Bittrex BVI,ETC,Ethereum Classic,0xa005f362cf5b8504b06241638b5089ca2d3eacd1,,0.00005933
Internal,Bittrex BVI,ADA,ADA (Cardano),DdzFFzCqrhstbSXCeW4MHRXkSeh8N7dhYCkRxgWSXiS3nqQDr875nSQwAq2RAqNrPJ3y9igDtw1MyfDxcsWjJLLi5f8dTe2Eo3zgqEjr,,0
Internal,Fireblocks - Funding,ADA,ADA (Cardano),addr1qxd5755lx09gc0pd8kxzgjfmlmwpld3fdunxd0huqtlf96e8e2x9tyz0j3zvf4j5t0p8a2km55ypq3c97lq0xzg6ur6qa56dfd,,0
Internal,Fireblocks - Redeem,ADA,ADA (Cardano),addr1qxhsd7jlrv5vjz7urjrmhdnnp0qd4xryyrzt6q8afewaru4wkrr50352gq7zans957vgrmlfftkzajfzle9arsyw843s7d4t4j,,1336291.163628
